observation_id,outcome_group,community_taxon_rank,photo_count,project_count,total_id_count,external_id_count,first_id_owner,first_id_rank,first_id_category,first_id_vision,first_external_user_id,first_external_rank,first_external_category,first_external_vision,first_external_disagreement,second_external_rank,second_external_category,second_external_disagreement,hours_to_first_external,hours_first_to_last_external,any_external_disagreement,any_external_vision
259419924,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,8097.01,20.78,False,True
259504002,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,83.95,0.0,False,False
259560114,species,species,2,1,3,2,True,species,improving,False,5551272,species,supporting,False,False,species,supporting,False,0.05,0.86,False,False
259616605,none,,3,0,1,0,True,family,leading,True,,,,,,,,,,,False,False
259680763,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,2.09,0.0,False,False
259694318,none,,2,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
259768742,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
259801373,genus,genus,2,0,3,2,True,genus,improving,True,2956565,genus,supporting,False,False,genus,supporting,False,43.37,1164.34,False,False
259915040,genus,genus,1,0,3,2,True,genus,improving,True,11700,genus,supporting,False,False,subgenus,leading,False,5.03,0.45,False,False
259927698,species,species,1,0,2,1,True,species,improving,True,6327185,species,supporting,False,False,,,,1.31,0.0,False,False
259944032,genus,genus,1,0,2,1,True,genus,improving,False,1922575,genus,supporting,False,False,,,,4.36,0.0,False,False
259958012,species,species,1,0,3,2,False,species,improving,False,1922575,species,improving,False,False,species,supporting,False,0.35,2.18,False,False
260001878,species,species,4,0,3,2,False,genus,supporting,False,11700,genus,supporting,False,False,species,improving,False,0.2,18.51,False,False
260022035,other,order,2,0,2,1,True,order,improving,False,692058,species,leading,False,False,,,,1.16,0.0,False,False
260073973,genus,genus,1,0,2,1,True,genus,improving,True,8566710,species,leading,False,False,,,,2.59,0.0,False,False
260175815,species,species,1,0,3,2,True,family,improving,False,396990,species,improving,False,False,species,supporting,False,3.19,1.29,False,False
260195722,none,,0,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
260269406,species,species,5,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,0.75,7.47,False,True
260277338,other,subgenus,2,0,4,3,False,genus,supporting,False,3916,genus,supporting,False,False,genus,supporting,False,10.11,7625.44,False,False
260277353,species,species,1,0,2,1,True,species,improving,False,7179915,species,supporting,False,False,,,,1.91,0.0,False,False
260279056,species,species,2,0,3,2,True,species,improving,True,1547979,species,supporting,False,False,species,supporting,False,0.5,0.12,False,False
260286474,species,species,2,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,12.19,5.61,False,True
260318564,other,subfamily,1,0,2,1,True,species,leading,False,1976574,genus,leading,False,True,,,,21.29,0.0,True,False
260426407,species,species,2,5,2,1,True,species,supporting,False,1976574,species,supporting,False,False,,,,0.13,0.0,False,False
260439382,none,,1,5,1,0,True,species,leading,False,,,,,,,,,,,False,False
260395314,genus,genus,12,0,2,1,True,genus,improving,False,11700,genus,supporting,False,False,,,,54.57,0.0,False,False
260572012,genus,genus,1,0,2,1,True,genus,improving,False,11700,genus,supporting,False,False,,,,758.05,0.0,False,False
260612179,species,species,1,0,2,1,True,species,improving,False,7179915,species,supporting,False,False,,,,2.58,0.0,False,False
260618029,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
260687860,none,,3,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
260700096,species,species,1,0,3,2,False,species,improving,True,5384547,species,improving,True,False,species,supporting,False,2.46,5.18,False,True
260703598,genus,genus,1,0,3,2,True,genus,improving,True,3380195,genus,supporting,False,False,genus,supporting,False,0.25,703.13,False,False
260756354,other,complex,1,0,2,1,False,complex,improving,False,1976574,complex,improving,False,True,,,,19.79,0.0,True,False
260801320,none,,1,0,1,0,True,tribe,leading,True,,,,,,,,,,,False,False
260803486,species,species,2,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,3.48,0.0,False,False
260806226,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
260824086,species,species,1,0,3,2,True,species,improving,True,7179915,species,supporting,False,False,species,supporting,False,0.39,51.33,False,False
260828018,genus,genus,2,1,4,3,False,genus,improving,False,5934861,genus,improving,False,True,genus,supporting,False,62.64,406.15,True,False
260845073,other,order,1,1,2,1,True,order,improving,False,1549899,family,leading,False,False,,,,0.43,0.0,False,False
260868439,genus,genus,1,0,2,1,True,genus,improving,True,382941,genus,supporting,False,False,,,,7.08,0.0,False,False
260877749,other,order,2,0,3,3,False,stateofmatter,improving,False,8900142,stateofmatter,improving,False,,order,improving,False,3.32,1774.0,False,False
260898318,species,species,1,0,3,2,True,species,improving,True,1922575,species,supporting,False,False,species,supporting,False,2.47,1.14,False,False
260914912,species,species,1,1,3,2,False,species,improving,False,1976574,species,improving,False,True,species,supporting,False,341.58,221.93,True,False
260957623,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,332.96,0.0,False,False
260973439,species,species,1,0,2,1,True,species,improving,True,5545056,species,supporting,True,False,,,,0.57,0.0,False,True
261023566,genus,genus,4,0,2,1,True,genus,improving,True,10531466,complex,leading,True,False,,,,11552.15,0.0,False,True
261089362,species,species,2,0,2,1,True,species,improving,True,222137,species,supporting,False,False,,,,121.75,0.0,False,False
261090198,none,,1,0,1,0,True,tribe,leading,False,,,,,,,,,,,False,False
261187447,species,species,1,0,2,1,True,species,improving,False,191857,species,supporting,False,False,,,,1.16,0.0,False,False
261197864,species,species,1,3,2,1,True,species,improving,False,18701,species,supporting,False,False,,,,0.2,0.0,False,False
261222749,other,complex,1,0,3,2,True,family,improving,False,1163777,complex,improving,False,False,complex,supporting,False,24.46,255.53,False,False
261298822,species,species,3,0,2,1,False,species,improving,True,10531466,species,improving,True,False,,,,12733.39,0.0,False,True
261318262,other,complex,1,0,2,1,False,complex,improving,False,3565390,complex,improving,False,False,,,,12672.94,0.0,False,False
261415063,genus,genus,1,0,2,1,True,genus,improving,True,11700,genus,supporting,False,False,,,,456.6,0.0,False,False
261429609,species,species,2,0,3,2,True,genus,improving,True,396990,species,improving,True,False,species,supporting,False,10.22,6688.42,False,True
261543375,species,species,1,0,2,1,True,species,improving,True,5521474,species,supporting,False,False,,,,4.56,0.0,False,False
261580323,species,species,3,0,3,2,False,genus,supporting,False,5797918,genus,supporting,False,False,species,supporting,False,2.11,0.51,False,False
261606235,species,species,4,0,2,1,True,species,improving,False,5521474,species,supporting,False,False,,,,33.87,0.0,False,False
261633501,species,species,1,1,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,275.17,0.0,False,False
261731522,species,species,1,0,4,3,False,species,improving,False,3565390,species,improving,False,False,species,supporting,False,0.49,4.84,False,False
261737148,species,species,3,0,3,2,True,species,improving,True,396990,species,supporting,False,False,species,supporting,False,0.03,4.12,False,False
261754628,species,species,1,0,2,1,True,species,improving,False,5970586,species,supporting,False,False,,,,20.46,0.0,False,False
261770522,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,159.12,0.0,False,False
261818591,species,species,1,2,2,1,False,species,improving,True,8195879,species,improving,True,False,,,,1.67,0.0,False,True
261984876,genus,genus,1,0,4,3,True,genus,improving,True,5521474,genus,supporting,False,False,genus,supporting,False,0.93,786.95,False,True
261986070,none,,1,0,1,0,True,family,leading,False,,,,,,,,,,,False,False
261999633,species,species,1,0,4,3,True,species,improving,False,7179915,species,supporting,False,False,species,supporting,False,1.98,4102.03,False,False
262043880,none,,4,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
262109393,genus,genus,3,0,3,2,True,genus,improving,True,11700,genus,supporting,False,False,genus,supporting,False,10.86,905.18,False,False
262130786,genus,genus,1,0,2,1,True,species,leading,False,472970,genus,improving,False,True,,,,5565.65,0.0,True,False
262144062,genus,genus,1,0,2,1,True,genus,improving,True,3380195,genus,supporting,False,False,,,,0.01,0.0,False,False
262242678,none,,3,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
262322064,species,species,5,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,9.02,0.0,False,False
262344969,none,,1,0,1,0,True,subfamily,leading,True,,,,,,,,,,,False,False
262354101,other,tribe,1,0,2,1,False,tribe,improving,False,7179915,tribe,improving,False,False,,,,8.31,0.0,False,False
262359156,none,,1,0,1,0,True,family,leading,True,,,,,,,,,,,False,False
262463228,none,,3,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
262496842,species,species,1,1,3,2,False,species,improving,False,42908,species,improving,False,True,species,supporting,False,10252.58,1013.6,True,False
262574994,none,,2,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
262576304,species,species,2,0,2,1,True,species,improving,True,8254636,species,supporting,False,False,,,,2.81,0.0,False,False
262619671,species,species,1,0,2,1,False,species,improving,False,58307,species,improving,False,False,,,,0.07,0.0,False,False
262649724,species,species,1,0,2,1,True,species,improving,True,2859524,species,supporting,False,False,,,,3.71,0.0,False,False
262723481,other,tribe,3,1,4,3,True,family,improving,False,3380195,tribe,improving,False,False,tribe,supporting,False,0.76,9890.78,False,False
262726846,genus,genus,1,0,2,1,True,genus,improving,False,11700,genus,supporting,False,False,,,,1.2,0.0,False,False
262797591,species,species,2,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.48,0.0,False,False
262803647,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,0.14,0.88,False,True
262817326,species,species,1,0,3,2,False,species,improving,True,7179915,species,improving,True,False,species,supporting,False,0.7,0.27,False,True
262851221,genus,genus,1,0,2,1,True,genus,improving,True,11700,genus,supporting,False,False,,,,47.1,0.0,False,False
262867112,species,species,2,0,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,1.57,0.0,False,False
262868896,species,species,3,0,3,2,True,genus,improving,False,396990,species,improving,False,False,species,supporting,False,7.93,8.1,False,False
263000387,none,,1,0,1,0,True,tribe,leading,True,,,,,,,,,,,False,False
263096544,genus,genus,4,0,3,2,True,genus,improving,True,7805427,genus,supporting,False,False,genus,supporting,False,1.29,24.76,False,False
263096868,species,species,2,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,3.36,0.0,False,False
263107724,none,,2,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
263134452,species,species,1,0,2,1,True,species,improving,True,2325264,species,supporting,False,False,,,,3.92,0.0,False,False
263145951,species,species,1,0,3,2,True,species,improving,True,2883211,species,supporting,False,False,species,supporting,False,0.02,1.37,False,False
263148759,species,species,1,0,3,2,True,species,improving,False,747360,species,supporting,False,False,species,supporting,False,0.09,2.43,False,False
263356841,other,tribe,1,0,2,1,True,tribe,improving,True,528996,species,leading,False,False,,,,1973.91,0.0,False,False
263370643,genus,genus,14,0,3,2,False,genus,improving,False,927137,genus,improving,False,True,genus,supporting,False,0.25,3.78,True,False
263399498,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.02,0.0,False,False
263436997,none,,1,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
263467514,species,species,1,0,4,3,False,genus,improving,False,7179915,genus,improving,False,False,species,improving,False,2.22,762.66,False,False
263474362,none,,5,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
263488652,species,species,1,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,1.95,0.0,False,False
263620113,none,,4,0,1,1,False,genus,leading,False,11700,genus,leading,False,True,,,,13.85,0.0,True,False
263621287,species,species,2,0,2,1,True,species,improving,False,11700,species,supporting,False,False,,,,13.68,0.0,False,False
263636509,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
263651200,none,,20,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
263657079,species,species,2,0,5,4,False,genus,supporting,True,7179915,genus,supporting,True,False,genus,supporting,False,2.04,29.26,False,True
263675508,species,species,1,0,2,1,True,species,improving,False,11700,species,supporting,False,False,,,,5.78,0.0,False,False
263758248,genus,genus,6,0,2,1,True,genus,improving,True,1674710,genus,supporting,False,False,,,,133.13,0.0,False,False
263781977,species,species,3,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.33,0.0,False,False
263782864,species,species,5,0,2,1,True,species,improving,False,3565390,species,supporting,False,False,,,,408.86,0.0,False,False
263855429,species,species,1,0,3,2,True,species,improving,True,11700,species,supporting,False,False,species,supporting,False,80.02,1175.64,False,False
263855438,none,,1,0,1,0,True,subtribe,leading,False,,,,,,,,,,,False,False
264023438,species,species,1,0,5,4,True,order,improving,False,7179915,genus,improving,True,False,genus,supporting,False,7.53,154.98,False,True
264037849,genus,genus,3,0,3,3,False,class,improving,False,8930299,class,improving,False,,genus,improving,False,0.94,340.43,False,False
264117364,genus,genus,1,0,2,1,True,species,leading,True,1976574,genus,improving,False,True,,,,1.13,0.0,True,False
264139835,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.63,0.0,False,False
264158504,genus,genus,14,1,3,2,True,family,improving,False,11700,genus,improving,False,False,species,leading,False,4.14,7.0,False,False
264343413,none,,3,0,1,0,True,tribe,leading,True,,,,,,,,,,,False,False
264494740,species,species,1,0,2,1,True,species,improving,True,11700,species,supporting,False,False,,,,187.07,0.0,False,False
264721195,species,species,1,0,4,3,True,species,improving,True,396990,species,supporting,False,False,species,supporting,False,0.08,8.66,False,False
264845400,species,species,1,1,2,1,True,species,improving,False,796280,species,supporting,False,False,,,,1.61,0.0,False,False
264980952,species,species,1,0,2,1,True,species,improving,True,472970,species,supporting,False,False,,,,5009.76,0.0,False,False
264989323,other,subfamily,7,0,2,1,True,subfamily,improving,True,11700,subtribe,leading,False,False,,,,78.31,0.0,False,False
265300422,none,,2,0,1,0,True,subfamily,leading,False,,,,,,,,,,,False,False
265346198,species,species,1,0,2,1,True,species,improving,True,11700,species,supporting,False,False,,,,3.63,0.0,False,False
265349303,species,species,1,1,2,1,True,species,improving,False,11700,species,supporting,False,False,,,,2.96,0.0,False,False
265401547,genus,genus,2,0,3,2,False,genus,improving,False,5934861,genus,improving,False,False,genus,supporting,False,1.21,214.17,False,False
265525189,genus,genus,2,0,2,1,True,genus,improving,True,11700,species,leading,False,False,,,,67.48,0.0,False,False
265571348,species,species,8,0,4,3,True,genus,improving,True,11700,genus,supporting,False,False,species,improving,False,12.2,17.25,False,False
265611291,species,species,1,0,2,1,True,species,improving,True,1416674,species,supporting,False,False,,,,0.33,0.0,False,False
265633553,genus,genus,3,0,3,2,False,genus,improving,False,1976574,genus,improving,False,False,genus,supporting,False,1.45,27.03,False,False
265646892,genus,genus,2,1,2,1,True,genus,improving,True,1976574,complex,leading,False,False,,,,0.16,0.0,False,False
265788651,species,species,2,0,2,1,True,species,improving,False,11700,species,supporting,False,False,,,,0.75,0.0,False,False
265804636,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,2.62,17.22,False,True
265876178,species,species,2,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,11.98,0.0,False,False
266030360,species,species,1,1,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,1.45,4968.94,False,False
266079729,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
266235924,other,tribe,1,0,2,2,False,tribe,improving,True,3465995,tribe,improving,True,,tribe,supporting,False,2.79,16.31,False,True
266371059,species,species,1,0,2,1,True,species,improving,True,5521474,species,supporting,False,False,,,,8.19,0.0,False,False
266375189,other,family,1,0,2,1,True,family,improving,False,1775198,species,leading,False,False,,,,41.53,0.0,False,False
266466854,other,family,3,0,2,1,True,family,improving,False,5384547,genus,leading,False,False,,,,12.88,0.0,False,False
266473708,species,species,1,0,2,1,True,species,improving,True,11700,species,supporting,False,False,,,,5.12,0.0,False,False
266535149,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,3.08,0.0,False,False
266591481,none,,6,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
266709142,genus,genus,1,2,2,1,True,genus,improving,False,1976574,species,leading,False,False,,,,12.8,0.0,False,False
266583264,other,tribe,1,0,2,1,True,genus,leading,False,528996,genus,leading,False,True,,,,52.18,0.0,True,False
266709032,species,species,1,0,3,2,True,species,improving,True,7179915,species,supporting,False,False,species,supporting,False,0.6,0.52,False,False
266735005,species,species,1,0,2,1,False,species,improving,True,7179915,species,improving,True,False,,,,1.85,0.0,False,True
266748085,species,species,3,0,3,2,True,genus,improving,True,4472993,species,improving,True,False,species,supporting,False,0.95,1.09,False,True
266767751,species,species,5,0,2,1,True,species,improving,True,8007661,species,supporting,False,False,,,,0.07,0.0,False,False
266840191,other,tribe,1,0,2,1,True,tribe,improving,True,1976574,complex,leading,False,False,,,,2.5,0.0,False,False
266852886,species,species,11,0,2,1,True,species,improving,True,2663055,species,supporting,False,False,,,,4114.89,0.0,False,False
266886872,species,species,1,0,3,2,True,genus,improving,True,5521474,species,improving,True,False,species,supporting,False,274.14,3909.82,False,True
266915638,species,species,3,0,2,1,True,species,improving,True,396990,species,supporting,False,False,,,,1.09,0.0,False,False
266949103,species,species,1,0,4,3,True,species,maverick,False,7179915,species,improving,True,True,species,supporting,False,0.71,12.04,True,True
266958341,species,species,1,0,3,2,True,species,improving,True,7179915,species,supporting,False,False,species,supporting,False,0.65,19.43,False,False
266998022,other,tribe,4,0,2,1,True,tribe,improving,False,1976574,species,leading,False,False,,,,1.33,0.0,False,False
267044097,species,species,5,0,4,3,True,subclass,improving,False,3097997,genus,improving,False,False,species,improving,False,6.54,5003.49,False,False
267104740,genus,genus,1,0,2,1,True,genus,improving,True,3565390,species,leading,False,False,,,,7010.13,0.0,False,False
267127713,none,,1,0,1,0,True,tribe,leading,True,,,,,,,,,,,False,False
267139031,species,species,4,1,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.19,0.0,False,False
267142320,species,species,3,1,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,0.33,0.0,False,False
267182059,none,,3,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
267222551,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,1.4,0.57,False,True
267224988,genus,genus,1,1,2,1,True,genus,improving,False,1976574,species,leading,False,False,,,,177.87,0.0,False,False
267247085,none,,1,0,1,0,True,subfamily,leading,True,,,,,,,,,,,False,False
267364044,species,species,1,1,3,3,False,species,improving,True,5920757,species,improving,True,False,species,supporting,False,2.86,156.41,False,True
267384667,other,tribe,1,0,4,3,True,order,improving,False,5521474,subfamily,improving,False,False,tribe,improving,False,23.32,113.79,False,False
267407165,other,family,4,0,2,2,False,family,improving,True,2538017,family,improving,True,,species,leading,False,6.22,16.23,False,True
267431504,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
267456251,species,species,4,0,2,1,True,species,improving,True,11700,species,supporting,False,False,,,,0.84,0.0,False,False
267517738,species,species,3,0,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,0.36,5887.14,False,False
267580891,species,species,2,0,2,1,True,species,improving,True,58307,species,supporting,False,False,,,,1.46,0.0,False,False
267679429,species,species,1,0,2,1,True,species,improving,True,11700,species,supporting,False,False,,,,127.21,0.0,False,False
267686079,species,species,1,1,2,1,True,species,improving,True,396990,species,supporting,False,False,,,,40.97,0.0,False,False
267800034,other,subfamily,1,0,2,1,True,genus,leading,True,7179915,tribe,leading,False,True,,,,36.07,0.0,True,False
267878796,species,species,2,0,2,1,True,species,improving,True,8855956,species,supporting,False,False,,,,3.2,0.0,False,False
267882296,genus,genus,1,0,3,2,False,family,improving,False,3919397,family,improving,False,False,genus,improving,False,0.47,25.41,False,False
267923976,species,species,1,0,2,1,False,species,improving,True,7179915,species,improving,True,True,,,,0.62,0.0,True,True
267926948,species,species,1,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,0.88,0.0,False,False
267941539,none,,3,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
268275121,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
268384596,other,tribe,1,0,2,1,True,tribe,improving,False,1976574,tribe,supporting,False,False,,,,2.38,0.0,False,False
268396718,species,species,3,0,2,1,True,species,improving,False,7179915,species,supporting,False,False,,,,1.03,0.0,False,False
268439979,genus,genus,1,0,2,1,False,genus,improving,False,1976574,genus,improving,False,True,,,,75.23,0.0,True,False
268513810,species,species,3,0,3,2,True,genus,improving,True,3565390,species,improving,False,False,species,supporting,False,6751.27,3507.53,False,False
